,cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err
51,16382_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,16382_A,16382_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,16382,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,16392_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16392_A,16392_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16392,253.5,29.83333,60.05975,3.6422493,53.930214,2.5357852,63.61579,4.6786795,58.937637,3.3741262,55.583622,2.6845806,53.98334,2.586153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.937637,3.3926682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,16426_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16426_A,16426_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16426,278.0,29.916666,98.98486,8.870267,35.388012,8.198379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.13605,6.8819413,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,16429_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16429_A,16429_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16429,299.5,10.916667,60.40016,2.8986914,58.900738,2.7349184,63.59453,5.068507,61.783802,3.0466535,59.240044,2.6770072,58.841755,2.3620205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62.87361,2.9750814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,16430_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,16430_A,16430_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,16430,210.0,18.08333,36.041138,6.3690352,38.471043,6.7506385,nan,nan,42.880405,9.9979315,42.496197,7.624988,39.362354,7.4439077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.379215,7.6535296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,16445_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,16445_A,16445_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,16445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,16487_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01,16487_A,16487_blue_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01.fits,16487,79.5,6.0,67.69355,4.4158883,55.408073,5.0814085,67.77171,8.788817,59.155773,6.3322263,57.025597,5.0284266,60.385464,4.7406907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.032785997,0.019144699,59.15213,5.2896657,0.0,1.0,0.55106753,0.043644354,nan,nan,0.715774,0.075655706,nan,nan,0.032785997,0.019144699
58,16525_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01,16525_A,16525_blue_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01.fits,16525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,16526_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16526_A,16526_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16526,156.0,4.9166665,98.526566,1.9801577,97.77074,2.495145,92.91291,4.3895736,94.02723,3.2517889,97.751884,2.3614273,98.83746,2.1379108,0.0,1.0,0.18912405,0.019127365,nan,nan,0.21800771,0.018569406,nan,nan,0.070079684,0.03773602,98.738144,2.0127292,0.0,1.0,0.19612435,0.01821384,nan,nan,0.22537743,0.017583871,nan,nan,0.070079684,0.03773602
60,16828_blue_red_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19,16828_A,16828_blue_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19.fits,16828,259.0,29.416666,nan,nan,nan,nan,nan,nan,40.61508,8.323393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,16863_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,16863_B,16863_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,16863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,16863_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,16863_A,16863_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,16863,265.0,4.9166665,nan,nan,38.440285,3.8195539,nan,nan,nan,nan,nan,nan,35.381687,3.8242583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,16920_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,16920_A,16920_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,16920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,16920_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,16920_B,16920_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,16920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,16926_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,16926_B,16926_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,16926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,16926_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,16926_A,16926_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,16926,207.5,1.0,121.8342,1.5057082,116.159,1.3824182,114.98946,1.7949798,115.093796,1.6147639,116.159,1.3771933,117.55603,1.2658707,0.0,1.0,0.39551374,0.008911985,nan,nan,0.47550443,0.010864532,nan,nan,0.022963729,0.009233028,118.371506,1.3447913,0.0,1.0,0.33853713,0.008943257,nan,nan,0.38207656,0.010197755,nan,nan,0.022963729,0.009233028
67,16948_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,16948_B,16948_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,16948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,16948_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,16948_A,16948_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,16948,3.0,9.916665,39.39186,5.960312,37.957367,5.0292187,50.159214,8.239902,42.88796,5.8682613,38.207035,5.5462,35.71529,5.6714354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.41469,5.4160724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,17273_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19,17273_A,17273_blue_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19.fits,17273,282.5,1.75,94.382454,2.9661021,80.66871,3.603681,52.634373,5.2850595,74.14116,4.4989834,82.90872,3.458031,83.03743,3.1834147,0.0,1.0,0.47082835,0.017333452,nan,nan,0.5755632,0.025130652,nan,nan,0.063292496,0.018348133,90.470535,2.8848848,0.0,1.0,0.45793808,0.01786654,nan,nan,0.5582963,0.02522757,nan,nan,0.063292496,0.018348133
70,17314_blue_red_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01,17314_B,17314_blue_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01.fits,17314,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,17314_blue_red_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22,17314_C,17314_blue_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22.fits,17314,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,17314_blue_red_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02,17314_A,17314_blue_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02.fits,17314,286.5,0.5833333,108.70986,0.88057494,112.13867,1.0717522,112.62989,2.0746481,113.07759,1.3903792,112.13867,1.030244,111.002144,0.87483376,0.0,1.0,0.41471946,0.005559743,nan,nan,0.46838927,0.006795892,nan,nan,0.023564912,0.007001031,110.13869,0.91156954,0.0,1.0,0.41561675,0.0055334778,nan,nan,0.46937668,0.006749577,nan,nan,0.023564912,0.007001031
73,17390_blue_red_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02,17390_A,17390_blue_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02.fits,17390,184.0,8.916664,200.43686,1.8745421,208.3117,2.6564853,212.09273,3.948989,208.3117,2.5275538,208.32993,1.9174231,205.57014,2.039131,0.0,1.0,0.066805966,0.006658439,nan,nan,0.0748046,0.006446821,nan,nan,0.20145845,0.07048306,204.85667,1.9825351,0.0,1.0,0.04755481,0.0066875876,nan,nan,0.05342542,0.0062081967,nan,nan,0.20145845,0.07048306
74,17390_blue_red_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22,17390_C,17390_blue_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22.fits,17390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,17390_blue_red_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01,17390_B,17390_blue_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01.fits,17390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,21836_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16,21836_A,21836_blue_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16.fits,21836,16.5,29.916666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.795177,11.194062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,21979_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01,21979_A,21979_blue_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01.fits,21979,279.5,29.916666,nan,nan,88.01622,11.319107,nan,nan,nan,nan,86.981575,11.078065,82.362114,11.567766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,22121_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,22121_A,22121_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,22121,149.5,5.25,nan,nan,nan,nan,78.737526,3.194746,81.29177,3.002073,76.846985,2.463543,76.33727,2.4223948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79,22175_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,22175_A,22175_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,22175,207.5,23.833334,46.917587,8.535885,41.53656,8.799412,nan,nan,54.702564,10.421212,nan,nan,37.382015,9.718697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.698986,6.8394823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80,22178_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,22178_A,22178_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,22178,327.0,29.916666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,22582_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20,22582_A,22582_blue_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20.fits,22582,323.5,2.8333333,222.05295,1.7512776,226.68886,1.8159572,227.01291,2.2505763,226.68886,1.9516922,223.83342,1.7042912,221.31976,1.6656009,0.0,1.0,0.14598055,0.0060894596,nan,nan,0.15564424,0.0055168713,nan,nan,0.030655518,0.0139112305,222.2238,1.4856125,0.0,1.0,0.12611985,0.006010741,nan,nan,0.1343559,0.005234736,nan,nan,0.030655518,0.0139112305
82,22595_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20,22595_A,22595_blue_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20.fits,22595,30.0,1.0,268.1537,2.1643705,264.59573,2.4637947,261.9824,2.9229383,264.59573,2.4143863,263.65222,2.2481928,263.45288,2.1569605,0.0,1.0,0.3655032,0.005871011,nan,nan,0.40840617,0.0063174446,nan,nan,0.031032117,0.0054670344,266.87668,2.1811728,0.0,1.0,0.37842938,0.0058806217,nan,nan,0.41553336,0.0062405835,nan,nan,0.031032117,0.0054670344
83,22633_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20,22633_A,22633_blue_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20.fits,22633,328.0,4.1666665,58.98561,2.3733325,66.938034,3.0935128,63.074512,4.6372457,65.94027,3.4007304,65.83285,2.5840852,63.18442,2.2582057,0.0,1.0,0.2633286,0.022663822,nan,nan,0.30034494,0.022440523,nan,nan,nan,nan,57.7207,2.203574,0.0,1.0,0.26783854,0.022361917,nan,nan,0.3058651,0.022164913,nan,nan,nan,nan
84,22839_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01,22839_A,22839_blue_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01.fits,22839,18.0,12.166667,58.448364,3.2266629,55.00245,3.2592177,39.40488,6.038769,48.116264,4.5817513,53.76315,3.4208488,54.635777,3.2197692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.913754,3.1221054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,22862_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01,22862_A,22862_blue_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01.fits,22862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,22887_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01,22887_A,22887_blue_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01.fits,22887,109.5,0.5833333,123.8668,1.1382183,122.86068,1.1982027,121.61574,2.1199012,121.96915,1.5958191,121.76566,1.2045864,122.86068,1.0949764,0.0,1.0,0.5172682,0.0052070837,nan,nan,0.6282872,0.007538746,nan,nan,0.020986564,0.003036217,126.04557,1.0933887,0.0,1.0,0.5194797,0.005275064,nan,nan,0.6385458,0.007729888,nan,nan,0.020986564,0.003036217
87,22932_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01,22932_A,22932_blue_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01.fits,22932,162.0,14.083331,37.954926,5.5947866,nan,nan,nan,nan,nan,nan,nan,nan,36.06793,4.6955676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.55661,4.7688637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
88,23070_blue_red_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20,23070_A,23070_blue_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20.fits,23070,119.0,2.0833333,171.80676,2.153238,171.13258,2.703946,170.38907,3.157197,171.13258,2.3758395,171.78644,2.3039107,170.62724,2.0617886,0.0,1.0,0.27999765,0.00984431,nan,nan,0.30792776,0.009870778,nan,nan,0.05013325,0.013829849,172.12566,2.012211,0.0,1.0,0.25155446,0.01008144,nan,nan,0.2739438,0.009956046,nan,nan,0.05013325,0.013829849
89,23075_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01,23075_A,23075_blue_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01.fits,23075,346.5,0.5833333,132.37561,1.3202976,110.918434,1.1898321,108.43852,1.7585813,110.00768,1.3678677,110.918434,1.2131035,114.02682,0.95694494,0.0,1.0,0.5896759,0.006921265,nan,nan,0.81880647,0.013133633,nan,nan,0.015692739,0.0039831502,121.21978,1.3063335,0.0,1.0,0.55247664,0.0069306884,nan,nan,0.7331228,0.011687581,nan,nan,0.015692739,0.0039831502
90,23082_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01,23082_A,23082_blue_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01.fits,23082,112.0,7.8333335,253.00856,1.7546431,266.32828,2.3533638,260.20706,2.7229502,266.32828,2.1834893,266.76416,1.9693098,261.4058,1.5807575,0.0,1.0,0.057847697,0.0055157724,nan,nan,0.061489157,0.004747263,nan,nan,0.099188626,0.03920646,260.68945,1.8071265,0.0,1.0,0.05193125,0.0055942195,nan,nan,0.05524703,0.0049505886,nan,nan,0.099188626,0.03920646
91,23117_blue_red_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20,23117_A,23117_blue_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20.fits,23117,210.0,1.3333334,203.31387,2.748353,188.38844,2.4922323,195.42899,2.997584,188.38844,2.5765007,187.73944,2.1753929,187.87926,1.8068184,1.0,1.0265737,0.4343533,0.007243885,0.44103482,0.007243885,0.48807997,0.008033562,0.4963416,0.008033562,0.023292925,0.0066282093,195.20648,2.2716181,0.0,1.0,0.37699386,0.0066895173,nan,nan,0.41312727,0.007311401,nan,nan,0.023292925,0.0066282093
92,23225_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16,23225_A,23225_blue_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16.fits,23225,269.0,0.5833333,106.723434,0.7922707,111.62299,0.57929677,108.81875,0.93996376,111.676575,0.7687206,113.93669,0.6782929,113.21066,0.6439049,0.0,1.0,0.425099,0.0042603696,nan,nan,0.45164397,0.0048870044,nan,nan,0.040564656,0.0045707724,109.172455,0.7342643,0.0,1.0,0.42675537,0.0043164887,nan,nan,0.46046105,0.00514647,nan,nan,0.040564656,0.0045707724
93,23259_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16,23259_A,23259_blue_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16.fits,23259,275.5,6.3333335,139.4793,5.3234076,77.16199,4.5929446,75.27556,5.1861157,77.16199,4.9641647,82.42046,4.1035576,87.50178,3.963235,1.0,0.9488179,0.7146589,0.023133539,0.70130306,0.023133539,1.1837797,0.067754865,1.1446373,0.067754865,nan,nan,111.80184,4.2549276,1.0,0.71371555,0.71081954,0.025726423,0.62120235,0.025726423,1.103267,0.052032202,0.8890715,0.052032202,nan,nan
94,23265_blue_red_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25,23265_A,23265_blue_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25.fits,23265,99.0,3.8333333,182.95624,2.5833027,193.81445,2.9408617,194.14563,4.022816,193.81445,2.7995455,188.28366,2.7705264,185.43715,2.2303553,0.0,1.0,0.14602935,0.009376824,nan,nan,0.15579619,0.008734657,nan,nan,0.04830624,0.027400825,182.95494,2.5129585,0.0,1.0,0.14970173,0.009281639,nan,nan,0.15923166,0.008583328,nan,nan,0.04830624,0.027400825
95,23337_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25,23337_A,23337_blue_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25.fits,23337,319.0,1.9166666,61.09698,2.2115471,51.291203,2.1208327,55.229588,4.294842,52.95385,2.8560433,51.01486,2.3633778,50.62859,1.9074795,1.0,0.45829323,0.52269375,0.025841774,0.3300102,0.025841774,0.6142931,0.032601036,0.37282705,0.032601036,0.08310847,0.0104420185,57.21977,2.1795416,1.0,0.47626036,0.51059276,0.02475656,0.32875794,0.02475656,0.53206825,0.024303775,0.33096933,0.024303775,0.08310847,0.0104420185
96,23341_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16,23341_A,23341_blue_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16.fits,23341,127.0,1.6666666,257.73355,2.1715446,282.9059,3.285822,286.19565,3.5343933,282.9059,2.8931882,272.11618,2.3411605,271.10867,2.0626814,0.0,1.0,0.24672419,0.0070057395,nan,nan,0.2487748,0.006771809,nan,nan,0.06407612,0.013756051,266.01813,2.3974137,0.0,1.0,0.21195483,0.007447025,nan,nan,0.21840721,0.007145931,nan,nan,0.06407612,0.013756051
97,23519_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20,23519_A,23519_blue_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20.fits,23519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98,23565_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20,23565_A,23565_blue_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20.fits,23565,213.0,1.4166666,112.48075,1.5156025,106.32825,1.5468845,110.69365,3.244368,105.90833,2.246531,105.69887,1.611596,106.32825,1.4060357,0.0,1.0,0.46272844,0.0086912615,nan,nan,0.5514351,0.011571642,nan,nan,0.016473278,0.007378033,109.44842,1.3910255,0.0,1.0,0.4224117,0.0091408305,nan,nan,0.49511644,0.011251262,nan,nan,0.016473278,0.007378033
99,23578_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20,23578_A,23578_blue_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20.fits,23578,59.5,29.83333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
100,23591_blue_red_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01,23591_A,23591_blue_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01.fits,23591,44.5,29.916666,43.57638,3.295418,52.588367,3.1319976,48.13001,5.6294208,44.27931,3.695575,45.23466,3.1947992,47.5441,3.1294813,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.489155,3.3921359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
101,23593_blue_red_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01,23593_A,23593_blue_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01.fits,23593,294.5,29.916666,37.755165,4.8912983,40.29894,6.167569,nan,nan,nan,nan,38.35711,4.904896,36.28953,4.964771,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.749207,5.093327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,23619_blue_red_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25,23619_A,23619_blue_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25.fits,23619,258.0,1.5,228.14758,2.4024856,234.76485,3.1909633,229.66032,3.8918824,234.76485,3.1836393,229.49452,2.4384363,227.66733,2.3039894,0.0,1.0,0.32937855,0.008569905,nan,nan,0.38386673,0.009525368,nan,nan,0.019835496,0.011524182,227.62206,2.4777346,0.0,1.0,0.2647569,0.00862477,nan,nan,0.29348665,0.009086621,nan,nan,0.019835496,0.011524182
103,23623_blue_red_7_Y15SAR3_P001_12T084_2015_04_14-2015_04_22,23623_A,23623_blue_7_Y15SAR3_P001_12T084_2015_04_14-2015_04_22.fits,23623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,23669_blue_red_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25,23669_A,23669_blue_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25.fits,23669,259.5,29.83333,nan,nan,46.082924,10.086161,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.464954,10.079957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
